source_name,evidence_type,evidence_reference,manual_summary,confidence,unresolved_questions,notes
Glassnode,documentation_reference,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
Glassnode,pricing_reference,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
Glassnode,data_dictionary_summary,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
Glassnode,license_archive_note,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
Glassnode,sample_availability_note,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
Glassnode,rate_limit_download_note,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
Glassnode,manual_reviewer_notes,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
The Tie,documentation_reference,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
The Tie,pricing_reference,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
The Tie,data_dictionary_summary,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
The Tie,license_archive_note,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
The Tie,sample_availability_note,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
The Tie,rate_limit_download_note,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
The Tie,manual_reviewer_notes,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
AWS/GCP/BigQuery public datasets,documentation_reference,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
AWS/GCP/BigQuery public datasets,pricing_reference,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
AWS/GCP/BigQuery public datasets,data_dictionary_summary,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
AWS/GCP/BigQuery public datasets,license_archive_note,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
AWS/GCP/BigQuery public datasets,sample_availability_note,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
AWS/GCP/BigQuery public datasets,rate_limit_download_note,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
AWS/GCP/BigQuery public datasets,manual_reviewer_notes,unknown,unknown,unknown,unknown,Fill manually after docs/pricing review; do not auto-fill with unverified claims.
