path,category,decision,reason
research_output/failure_2025_2026_after_fix_adx_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_atr_ratio_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_cumulative_pnl.png,caches_runtime_artifacts,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_after_fix_daily_state_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_direction_pnl.png,caches_runtime_artifacts,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_after_fix_direction_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_distance_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_metrics.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_month_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_monthly_pnl.png,caches_runtime_artifacts,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_after_fix_stop_overshoot_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_tag_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_trade_type_pnl.png,caches_runtime_artifacts,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_after_fix_trade_type_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_trades_enriched.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_weekly_bias_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_atr_ratio_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_cumulative_pnl.png,caches_runtime_artifacts,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_daily_state_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_direction_pnl.png,caches_runtime_artifacts,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_direction_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_distance_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_metrics.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_month_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_monthly_pnl.png,caches_runtime_artifacts,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_stop_overshoot_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_tag_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_trade_type_pnl.png,caches_runtime_artifacts,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_trade_type_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_trades_enriched.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_weekly_bias_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_nearby_family_stability_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_nearby_family_stability_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_nearby_family_stability_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_atr_ratio_nearby_family_stability_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_precursor_floor_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_precursor_floor_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_precursor_floor_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_atr_ratio_precursor_floor_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_timing_audit_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_timing_audit_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_timing_audit_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_atr_ratio_timing_audit_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_broader_release_parent_compound_failure_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_broader_release_parent_compound_failure_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_broader_release_parent_compound_failure_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_broader_release_parent_compound_failure_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_carried_forward_explanation_freeze_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_carried_forward_explanation_freeze_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_carried_forward_explanation_freeze_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_continuation_archetypes_round1.archetype_concentration_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.archetype_distribution_all_losers.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.archetype_distribution_all_trades.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.archetype_distribution_historical_winners.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_continuation_archetypes_round1.trade_labels_2025_2026.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.archetype_concentration_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.archetype_distribution_all_losers.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.archetype_distribution_all_trades.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.archetype_distribution_historical_winners.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_continuation_archetypes_round2.trade_labels_2025_2026.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_closure_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_closure_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_closure_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_current_explanation_closure_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_replication_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_replication_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_replication_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_current_explanation_replication_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_directional_preparation_decomposition_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_directional_preparation_decomposition_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_directional_preparation_decomposition_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_directional_preparation_decomposition_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_example_validation_audit_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_example_validation_audit_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_example_validation_audit_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_example_validation_audit_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_final_research_handoff_round1.handoff_note.md,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_final_research_handoff_round1.summary.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_fresh_sponsorship_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_fresh_sponsorship_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_fresh_sponsorship_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_holdout_validation_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_holdout_validation_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_holdout_validation_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_frozen_explanation_holdout_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_orderly_parent_validation_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_orderly_parent_validation_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_orderly_parent_validation_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_frozen_explanation_orderly_parent_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_time_validation_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_time_validation_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_time_validation_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_frozen_explanation_time_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_validation_baseline_note_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_validation_baseline_note_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_validation_baseline_note_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.aggregate_basket_composition_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.core_recurrence_assessment.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.dataset_basket_confirmation.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.market_metrics_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.per_market_composition_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.stop_marker.md,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.supporting_note_parked_hint_assessment.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_material_inventory_round1.dataset_quality_table.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_material_inventory_round1.failed_or_invalid_candidates.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_material_inventory_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_larger_market_basket_material_inventory_round1.usable_market_basket_ranking.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_profiles_round1.candidate_stability_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_profiles_round1.exclusion_reason_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_profiles_round1.profile_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_profiles_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_momentum_candidate_profiles_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_round1.label_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_momentum_candidate_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_nonintact_asymmetry_crosspattern_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_nonintact_asymmetry_crosspattern_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_nonintact_asymmetry_crosspattern_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_nonintact_asymmetry_crosspattern_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_nonintact_earliest_divergence_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_nonintact_earliest_divergence_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_nonintact_earliest_divergence_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_nonintact_earliest_divergence_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_acceptance_persistence_validation_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_acceptance_persistence_validation_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_acceptance_persistence_validation_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_orderly_reset_acceptance_persistence_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_intact_not_accepted_missing_layer_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_intact_not_accepted_missing_layer_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_intact_not_accepted_missing_layer_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_orderly_reset_intact_not_accepted_missing_layer_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_late_slice_mode_audit_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_late_slice_mode_audit_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_late_slice_mode_audit_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
research_output/long1_orderly_reset_late_slice_mode_audit_round1.trade_labels_all.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_loose_missing_good_support_residence_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_loose_missing_good_support_residence_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_orderly_reset_loose_missing_good_support_residence_round1.recommendation.csv,core_research_summaries,keep,summary-level research evidence retained
