path,category,size_bytes,insertions,deletions,decision,reason
mtf_pullback_webhook_strategy.pine,docs,23311,357,0,keep,source/data/docs or uncertain review item retained
requirements.txt,app_server_files,164,10,4,keep,source/data/docs or uncertain review item retained
research/README.md,docs,478,20,0,keep,source/data/docs or uncertain review item retained
research/__init__.py,source_research_files,59,1,0,keep,source/data/docs or uncertain review item retained
research/ablation_study.py,source_research_files,4065,114,0,keep,source/data/docs or uncertain review item retained
research/analyze_long1_continuation_archetypes.py,source_research_files,8938,198,0,keep,source/data/docs or uncertain review item retained
research/analyze_long1_momentum_candidate.py,source_research_files,17763,420,0,keep,source/data/docs or uncertain review item retained
research/analyze_long1_reclaim_retest.py,source_research_files,10820,265,0,keep,source/data/docs or uncertain review item retained
research/analyze_long_only_archetypes.py,source_research_files,7958,180,0,keep,source/data/docs or uncertain review item retained
research/analyze_long_only_continuation.py,source_research_files,8577,184,0,keep,source/data/docs or uncertain review item retained
research/analyze_long_only_paths.py,source_research_files,9126,217,0,keep,source/data/docs or uncertain review item retained
research/analyze_long_only_reclaim.py,source_research_files,8103,175,0,keep,source/data/docs or uncertain review item retained
research/analyze_long_only_reclaim_strength.py,source_research_files,5983,154,0,keep,source/data/docs or uncertain review item retained
research/analyze_long_only_regimes.py,source_research_files,5698,140,0,keep,source/data/docs or uncertain review item retained
research/analyze_long_runner_leg.py,source_research_files,9562,242,0,keep,source/data/docs or uncertain review item retained
research/config.py,source_research_files,4015,133,0,keep,source/data/docs or uncertain review item retained
research/data.py,source_research_files,1148,42,0,keep,source/data/docs or uncertain review item retained
research/diagnose_failure_regime.py,source_research_files,10243,242,0,keep,source/data/docs or uncertain review item retained
research/diagnose_long_only_candidate.py,source_research_files,6582,176,0,keep,source/data/docs or uncertain review item retained
research/download_data.py,source_research_files,5760,183,0,keep,source/data/docs or uncertain review item retained
research/indicators.py,source_research_files,13143,297,0,keep,source/data/docs or uncertain review item retained
research/inspect_results.py,source_research_files,1656,51,0,keep,source/data/docs or uncertain review item retained
research/long_only_candidate.py,source_research_files,1401,56,0,keep,source/data/docs or uncertain review item retained
research/optimize.py,source_research_files,4162,130,0,keep,source/data/docs or uncertain review item retained
research/run_backtest.py,source_research_files,1470,49,0,keep,source/data/docs or uncertain review item retained
research/run_long_only_candidate.py,source_research_files,1669,52,0,keep,source/data/docs or uncertain review item retained
research/run_split_leg_mini_experiment.py,source_research_files,6374,173,0,keep,source/data/docs or uncertain review item retained
research/strategy.py,source_patch_files,14448,336,0,keep,source/data/docs or uncertain review item retained
research/validate_candidates.py,source_research_files,7336,203,0,keep,source/data/docs or uncertain review item retained
research/validate_long_only_candidate.py,source_research_files,1855,59,0,keep,source/data/docs or uncertain review item retained
research_output/ablation_by_split.csv,detailed_generated_audit_csvs,2328,17,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/ablation_full_sample.csv,detailed_generated_audit_csvs,748,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/ablation_summary.csv,detailed_generated_audit_csvs,792,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.dataset_quality_summary.csv,detailed_generated_audit_csvs,259,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,984,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,403,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.recommendation.csv,core_research_summaries,859,2,0,keep,summary-level research evidence retained
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,67504,81,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/btc_4h_after_fix.equity.csv,detailed_generated_audit_csvs,1066311,15876,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/btc_4h_after_fix.equity.png,caches_runtime_artifacts,56187,-,-,remove,generated binary/cache/runtime artifact
research_output/btc_4h_after_fix.trades.csv,detailed_generated_audit_csvs,15938,90,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/btc_4h_run.equity.csv,detailed_generated_audit_csvs,1065513,15876,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/btc_4h_run.equity.png,caches_runtime_artifacts,56046,-,-,remove,generated binary/cache/runtime artifact
research_output/btc_4h_run.trades.csv,detailed_generated_audit_csvs,14640,83,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/candidate_validation_by_split.csv,detailed_generated_audit_csvs,13722,41,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/candidate_validation_full_sample.csv,detailed_generated_audit_csvs,4430,11,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/candidate_validation_survivors.csv,detailed_generated_audit_csvs,1061,1,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/cross_market_unseen_validation_synthesis_round1.core_transfer_assessment.csv,detailed_generated_audit_csvs,894,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/cross_market_unseen_validation_synthesis_round1.cross_market_ledger.csv,detailed_generated_audit_csvs,827,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/cross_market_unseen_validation_synthesis_round1.recommendation.csv,core_research_summaries,470,2,0,keep,summary-level research evidence retained
research_output/cross_market_unseen_validation_synthesis_round1.stop_marker.md,core_research_summaries,2051,35,0,keep,summary-level research evidence retained
research_output/cross_market_unseen_validation_synthesis_round1.supporting_note_parked_hint_assessment.csv,detailed_generated_audit_csvs,629,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.dataset_quality_summary.csv,detailed_generated_audit_csvs,259,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,1085,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,468,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.recommendation.csv,core_research_summaries,810,2,0,keep,summary-level research evidence retained
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,70840,85,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_adx_summary.csv,detailed_generated_audit_csvs,188,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_adx_summary.csv,detailed_generated_audit_csvs,290,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_atr_ratio_summary.csv,detailed_generated_audit_csvs,447,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_cumulative_pnl.png,caches_runtime_artifacts,43494,-,-,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_after_fix_daily_state_summary.csv,detailed_generated_audit_csvs,317,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_direction_pnl.png,caches_runtime_artifacts,15726,-,-,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_after_fix_direction_summary.csv,detailed_generated_audit_csvs,316,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_distance_summary.csv,detailed_generated_audit_csvs,246,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_metrics.csv,detailed_generated_audit_csvs,216,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_month_summary.csv,detailed_generated_audit_csvs,788,8,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_monthly_pnl.png,caches_runtime_artifacts,29739,-,-,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_after_fix_stop_overshoot_summary.csv,detailed_generated_audit_csvs,326,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_tag_summary.csv,detailed_generated_audit_csvs,312,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_trade_type_pnl.png,caches_runtime_artifacts,16788,-,-,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_after_fix_trade_type_summary.csv,detailed_generated_audit_csvs,250,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_trades_enriched.csv,detailed_generated_audit_csvs,4724,8,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_after_fix_weekly_bias_summary.csv,detailed_generated_audit_csvs,323,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_atr_ratio_summary.csv,detailed_generated_audit_csvs,399,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_cumulative_pnl.png,caches_runtime_artifacts,39075,-,-,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_daily_state_summary.csv,detailed_generated_audit_csvs,286,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_direction_pnl.png,caches_runtime_artifacts,16818,-,-,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_direction_summary.csv,detailed_generated_audit_csvs,285,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_distance_summary.csv,detailed_generated_audit_csvs,195,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_metrics.csv,detailed_generated_audit_csvs,184,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_month_summary.csv,detailed_generated_audit_csvs,786,8,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_monthly_pnl.png,caches_runtime_artifacts,29760,-,-,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_stop_overshoot_summary.csv,detailed_generated_audit_csvs,294,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_tag_summary.csv,detailed_generated_audit_csvs,281,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_trade_type_pnl.png,caches_runtime_artifacts,17830,-,-,remove,generated binary/cache/runtime artifact
research_output/failure_2025_2026_trade_type_summary.csv,detailed_generated_audit_csvs,199,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_trades_enriched.csv,detailed_generated_audit_csvs,4887,9,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/failure_2025_2026_weekly_bias_summary.csv,detailed_generated_audit_csvs,292,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_nearby_family_stability_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,1379,19,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_nearby_family_stability_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,282,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_nearby_family_stability_round1.recommendation.csv,core_research_summaries,387,2,0,keep,summary-level research evidence retained
research_output/long1_atr_ratio_nearby_family_stability_round1.trade_labels_all.csv,detailed_generated_audit_csvs,126761,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_precursor_floor_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,1690,15,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_precursor_floor_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,223,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_precursor_floor_round1.recommendation.csv,core_research_summaries,602,2,0,keep,summary-level research evidence retained
research_output/long1_atr_ratio_precursor_floor_round1.trade_labels_all.csv,detailed_generated_audit_csvs,125070,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_timing_audit_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,3221,46,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_timing_audit_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,282,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_atr_ratio_timing_audit_round1.recommendation.csv,core_research_summaries,332,2,0,keep,summary-level research evidence retained
research_output/long1_atr_ratio_timing_audit_round1.trade_labels_all.csv,detailed_generated_audit_csvs,141440,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_broader_release_parent_compound_failure_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,2144,15,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_broader_release_parent_compound_failure_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,354,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_broader_release_parent_compound_failure_round1.recommendation.csv,core_research_summaries,847,2,0,keep,summary-level research evidence retained
research_output/long1_broader_release_parent_compound_failure_round1.trade_labels_all.csv,detailed_generated_audit_csvs,66348,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_carried_forward_explanation_freeze_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,893,7,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_carried_forward_explanation_freeze_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,1626,9,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_carried_forward_explanation_freeze_round1.recommendation.csv,core_research_summaries,1286,2,0,keep,summary-level research evidence retained
research_output/long1_continuation_archetypes_round1.archetype_concentration_summary.csv,detailed_generated_audit_csvs,861,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.archetype_distribution_all_losers.csv,detailed_generated_audit_csvs,290,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.archetype_distribution_all_trades.csv,detailed_generated_audit_csvs,319,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.archetype_distribution_historical_winners.csv,detailed_generated_audit_csvs,326,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.recommendation.csv,core_research_summaries,231,2,0,keep,summary-level research evidence retained
research_output/long1_continuation_archetypes_round1.trade_labels_2025_2026.csv,detailed_generated_audit_csvs,1231,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round1.trade_labels_all.csv,detailed_generated_audit_csvs,28402,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.archetype_concentration_summary.csv,detailed_generated_audit_csvs,997,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.archetype_distribution_all_losers.csv,detailed_generated_audit_csvs,359,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.archetype_distribution_all_trades.csv,detailed_generated_audit_csvs,374,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.archetype_distribution_historical_winners.csv,detailed_generated_audit_csvs,391,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.recommendation.csv,core_research_summaries,231,2,0,keep,summary-level research evidence retained
research_output/long1_continuation_archetypes_round2.trade_labels_2025_2026.csv,detailed_generated_audit_csvs,1251,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_continuation_archetypes_round2.trade_labels_all.csv,detailed_generated_audit_csvs,28941,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_closure_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,2862,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_closure_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,383,7,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_closure_round1.recommendation.csv,core_research_summaries,906,2,0,keep,summary-level research evidence retained
research_output/long1_current_explanation_closure_round1.trade_labels_all.csv,detailed_generated_audit_csvs,146298,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_replication_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,930,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_replication_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,729,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_current_explanation_replication_round1.recommendation.csv,core_research_summaries,948,2,0,keep,summary-level research evidence retained
research_output/long1_current_explanation_replication_round1.trade_labels_all.csv,detailed_generated_audit_csvs,13291,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_directional_preparation_decomposition_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,2672,25,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_directional_preparation_decomposition_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,223,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_directional_preparation_decomposition_round1.recommendation.csv,core_research_summaries,630,2,0,keep,summary-level research evidence retained
research_output/long1_directional_preparation_decomposition_round1.trade_labels_all.csv,detailed_generated_audit_csvs,122139,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_example_validation_audit_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,1549,7,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_example_validation_audit_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,480,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_example_validation_audit_round1.recommendation.csv,core_research_summaries,640,2,0,keep,summary-level research evidence retained
research_output/long1_example_validation_audit_round1.trade_labels_all.csv,detailed_generated_audit_csvs,12406,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_final_research_handoff_round1.handoff_note.md,core_research_summaries,3604,58,0,keep,summary-level research evidence retained
research_output/long1_final_research_handoff_round1.summary.csv,core_research_summaries,324,2,0,keep,summary-level research evidence retained
research_output/long1_fresh_sponsorship_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,316,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_fresh_sponsorship_round1.recommendation.csv,core_research_summaries,214,2,0,keep,summary-level research evidence retained
research_output/long1_fresh_sponsorship_round1.trade_labels_all.csv,detailed_generated_audit_csvs,41319,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_holdout_validation_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,1549,7,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_holdout_validation_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,480,3,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_holdout_validation_round1.recommendation.csv,core_research_summaries,546,2,0,keep,summary-level research evidence retained
research_output/long1_frozen_explanation_holdout_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,12406,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_orderly_parent_validation_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,1126,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_orderly_parent_validation_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,315,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_orderly_parent_validation_round1.recommendation.csv,core_research_summaries,806,2,0,keep,summary-level research evidence retained
research_output/long1_frozen_explanation_orderly_parent_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,10742,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_time_validation_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,2231,10,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_time_validation_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,559,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_explanation_time_validation_round1.recommendation.csv,core_research_summaries,596,2,0,keep,summary-level research evidence retained
research_output/long1_frozen_explanation_time_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,12601,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_validation_baseline_note_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,1619,9,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_validation_baseline_note_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,1862,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_frozen_validation_baseline_note_round1.recommendation.csv,core_research_summaries,2643,2,0,keep,summary-level research evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.aggregate_basket_composition_summary.csv,detailed_generated_audit_csvs,594,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.core_recurrence_assessment.csv,detailed_generated_audit_csvs,883,4,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.dataset_basket_confirmation.csv,detailed_generated_audit_csvs,1573,11,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.market_metrics_summary.csv,detailed_generated_audit_csvs,1340,11,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.per_market_composition_summary.csv,detailed_generated_audit_csvs,3620,51,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.recommendation.csv,core_research_summaries,825,2,0,keep,summary-level research evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.stop_marker.md,core_research_summaries,2144,38,0,keep,summary-level research evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.supporting_note_parked_hint_assessment.csv,detailed_generated_audit_csvs,532,6,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.trade_labels_all.csv,detailed_generated_audit_csvs,365330,435,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_material_inventory_round1.dataset_quality_table.csv,detailed_generated_audit_csvs,3076,16,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_material_inventory_round1.failed_or_invalid_candidates.csv,detailed_generated_audit_csvs,26,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_larger_market_basket_material_inventory_round1.recommendation.csv,core_research_summaries,485,2,0,keep,summary-level research evidence retained
research_output/long1_larger_market_basket_material_inventory_round1.usable_market_basket_ranking.csv,detailed_generated_audit_csvs,3076,16,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_profiles_round1.candidate_stability_summary.csv,detailed_generated_audit_csvs,315,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_profiles_round1.exclusion_reason_summary.csv,detailed_generated_audit_csvs,1371,22,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_profiles_round1.profile_distribution_summary.csv,detailed_generated_audit_csvs,1097,16,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_profiles_round1.recommendation.csv,core_research_summaries,718,2,0,keep,summary-level research evidence retained
research_output/long1_momentum_candidate_profiles_round1.trade_labels_all.csv,detailed_generated_audit_csvs,39013,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_round1.label_distribution_summary.csv,detailed_generated_audit_csvs,279,5,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_momentum_candidate_round1.recommendation.csv,core_research_summaries,190,2,0,keep,summary-level research evidence retained
research_output/long1_momentum_candidate_round1.trade_labels_all.csv,detailed_generated_audit_csvs,24937,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_nonintact_asymmetry_crosspattern_round1.group_comparison_summary.csv,detailed_generated_audit_csvs,314,2,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_nonintact_asymmetry_crosspattern_round1.group_distribution_summary.csv,detailed_generated_audit_csvs,467,7,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
research_output/long1_nonintact_asymmetry_crosspattern_round1.recommendation.csv,core_research_summaries,295,2,0,keep,summary-level research evidence retained
research_output/long1_nonintact_asymmetry_crosspattern_round1.trade_labels_all.csv,detailed_generated_audit_csvs,113336,91,0,remove,redundant detailed generated research output; summary/recommendation evidence retained
